"C","Historical Regulation Offer Data Report"
"C","Filename: hbregulationoffer_20210427.csv"
"C","Report for: 04/27/2021"
"C","Report generated: 11/27/2022 14:42:23 EST"
"H","Day","Hour Ending","Masked Lead Participant ID","Masked Asset ID","Regulation Low Limit","Regulation High Limit","Regulation Status","Automatic Response Rate","Regulation Offer Price","Regulation Service Offer Price","Regulation Capacity Offer Price","Regulation Inter-Temporal Opportunity Cost"
"H","Date","String","Number","Number","MW","MW","String","MW/Minute","$/MW","$/MW","$/MW","$/MW"
"D","04/27/2021","01",126216,16568,170,300,"AVAILABLE",3,,0,10,0
"D","04/27/2021","01",126216,65939,200,525,"AVAILABLE",3,,0,10,0
"D","04/27/2021","01",126216,86401,180,333,"AVAILABLE",3,,0,10,0
"D","04/27/2021","01",191345,95889,-1.5,1.5,"UNAVAILABLE",999,,0,0,0
"D","04/27/2021","01",196063,23404,47,57,"AVAILABLE",1,,10,6.5,0
"D","04/27/2021","01",206845,29055,285,585,"AVAILABLE",3,,0,30,0
"D","04/27/2021","01",206845,31335,50,100,"AVAILABLE",1,,0,20,0
"D","04/27/2021","01",206845,67677,-16.7,16.2,"AVAILABLE",250,,0,0,0
"D","04/27/2021","01",212494,31662,291,374,"AVAILABLE",5.6,,0.05,6.72,0.05
"D","04/27/2021","01",212494,44171,173,279,"AVAILABLE",4.4,,0.06,6.82,0.06
"D","04/27/2021","01",212494,52323,203,343,"AVAILABLE",7.1,,0.07,6.7,0.07
"D","04/27/2021","01",212494,55388,172,261,"AVAILABLE",4.4,,0.07,6.77,0.07
"D","04/27/2021","01",212494,78679,290,365,"AVAILABLE",5.6,,0.06,6.75,0.06
"D","04/27/2021","01",212494,80076,215,368,"AVAILABLE",5.2,,0.08,6.8,0.08
"D","04/27/2021","01",292445,12097,44,45,"UNAVAILABLE",25,,0,0,100
"D","04/27/2021","01",292445,35696,40,47,"AVAILABLE",25,,0,0,100
"D","04/27/2021","01",292445,37352,40,47,"AVAILABLE",25,,0,0,100
"D","04/27/2021","01",292445,51737,40,47,"AVAILABLE",25,,0,0,100
"D","04/27/2021","01",292445,52317,40,47,"AVAILABLE",25,,0,0,100
"D","04/27/2021","01",292445,52400,20,22,"UNAVAILABLE",25,,0,0,100
"D","04/27/2021","01",292445,56935,44,45,"UNAVAILABLE",25,,0,0,100
"D","04/27/2021","01",292445,93720,8,38,"AVAILABLE",25,,0,0,100
"D","04/27/2021","01",292445,96291,44,48,"UNAVAILABLE",25,,0,0,100
"D","04/27/2021","01",295534,64231,360,556,"AVAILABLE",12,,0.19,3.99,0
"D","04/27/2021","01",328723,41406,311,535,"AVAILABLE",20,,0.19,4.99,0
"D","04/27/2021","01",328723,45714,145,257,"AVAILABLE",7,,0.19,3.99,0
"D","04/27/2021","01",328723,56535,168,282,"AVAILABLE",11,,0.19,4.99,0
"D","04/27/2021","01",331313,94830,70,80,"AVAILABLE",2,,0,5,0
"D","04/27/2021","01",383731,26606,-5,5,"UNAVAILABLE",999,,0,0,0
"D","04/27/2021","01",412080,44623,55,70,"AVAILABLE",5,,0.05,10,0
"D","04/27/2021","01",412080,59383,55,70,"AVAILABLE",5,,0.05,10,0
"D","04/27/2021","01",412080,68657,90,98,"UNAVAILABLE",5,,5,49,0
"D","04/27/2021","01",412080,75042,82,97,"AVAILABLE",5,,0.05,10,0
"D","04/27/2021","01",412080,82179,82,97,"AVAILABLE",5,,0.1,10,0
"D","04/27/2021","01",474440,85953,-1,1,"UNAVAILABLE",10,,0,0,0
"D","04/27/2021","01",504170,11009,270,361,"AVAILABLE",15,,1,5,0
"D","04/27/2021","01",504170,60658,150,550,"AVAILABLE",4,,10,97.69,0
"D","04/27/2021","01",504170,72020,540,739,"AVAILABLE",15,,1,5,0
"D","04/27/2021","01",529988,29235,150,380,"UNAVAILABLE",2.5,,0,99,0
"D","04/27/2021","01",529988,54481,120,200,"UNAVAILABLE",1.5,,0,99,0
"D","04/27/2021","01",529988,54965,50,90,"UNAVAILABLE",1,,0,99,0
"D","04/27/2021","01",529988,96924,45,75,"UNAVAILABLE",1.5,,0,99,0
"D","04/27/2021","01",530232,62643,-20,20,"AVAILABLE",450,,0,0,0
"D","04/27/2021","01",547596,55289,45,65,"UNAVAILABLE",3.5,,10,90,10
